lastName;firstName
Leonov; Leonid
Lermontov; Michail Jurjevič
Leroux; Gaston
Leroy; Maurice
Leška; Oldřich
Leško; Marián
Lévi-Strauss; Claude
Levitsky; Steven
Lévy; Bernard-Henri
Levý; Jiří
Levý; Otakar
Lewis; Sinclair
Librová; Hana
Lidin; Vladimír Germanovič
Liehm; Antonín Jaroslav
Liessmann; Konrad Paul
Lilin; Nicolai
Lim; Audrea
Limová; Audrea
Lindgren; Astrid
Lindner; Tomáš
Lindqvist; Sven
Linhartová; Irena
Lipovetsky; Gilles
Lisická; Helena
Liščák; Vladimír
Little; Allan
Liu; Marjorie
Livingstone; Ian
Livius; Titus
Llosa; Mario Vargas
Lloyd; Ian
Lodge; David
Loe; Erlend
London; Jack
London; John
Longfellow; Henry W.
Loon; Borin Van
Lopour; František
Lorca; Frederico García
Louis; Édouard
Loukotková; Jarmila
Lovecraft; Howard Phillips
Lučanský; Milan
Ludwig; Ján
Lueddecke; Lisa
Luhmann; Niklas
Lukács; Georg
Lukavská; Eva
Lukavská; Jaroslava
Lúkianos;
Lunačarskij; Anatolij Vasiljevič
Lundová; Doris
Lunch; Lydia
Lustig; Arnošt
Luther; Arthur
Luxemburg; Rosa
Lyon; David
Maberry; Jonathan
Macek; Josef
MacGuinness; Michael
Macierzyński; Piotr
MacLeod; Ian R.
Madden; David
Maddox; Tom
Maděra; Petr
Mahmoodyová; Betty
Mach; Jakub
Mácha; Karel Hynek
Macháček; Miroslav
Macháčová; Dominika
Machala; Lubomír
Machiavelli; Niccolò
Maiblin; Bill
Mailer; Norman
Mairowitz; David Zane
Majerová; Marie
Majling; Daniel
Malamud; Bernard
Malaparte; Curzio
Maleshkyn; Alexander
Maletzke; Elsemarie
Malevič; Oleg
Malíková; M.O.
Málková; Iva
Mallarmé; Stéphane
Malraux; André
Malura; Jan
Manara; Milo
Maňas; Dalibor
Maňasová; Šárka
Mandel; Emily St. John
Manfredi; Valerio Massimo
Manguel; Alberto
Mann; Heinrich
Mann; Klaus
Mann; Thomas
Manook; Ian
Marco; Jindřich
Marcuse; Peter
Mardoša;
Marek; Václav
Margolin; Phillip
Margolin; Uri
Markandaya; Kamala
Marková Volejníčková; Romana
Márquez; Gabriel García
Marryat; Frederick
Marshall; Tim
Marshová; Ngaio
Martin; Eduard
Martin; George R. R.
Martin; Gerald
Martin; Raphaël
Martin; Robert D.
Martinet; André
Martinson; Moa
Marx; Karl
Marx; Reinhard
Mařík; Vladimír
Masamune; Shirow
Masaryk; Jan
Masaryk; Tomáš Garrigue
Matěj;
Mattaraso; Henri
Matthews; Peter
Maugham; William Somerset
Maupassant; Guy de
Mauriac; François
Maurier; Daphne du
Maurois; André
Mazálek; Vladimír
McCarthy; Cormac
McCleen; Grace
McCloud; Scott
McCullers; Carson
McCullough; Colleen
McDanielová; Lurlene
McEvoy; J.P.
McEwan; Ian
McManers; Hugh
McNab; Chris
McWhirter; Alasdair
Melle; Thomas
Meľnikov; Daniil
Melville; Herman
Menasse; Robert
Menzel; Marianne
Meri; Veijo
Mérimée; Prosper
Merle; Robert
Merle;Robert
Merta; Vladimír
Mertlík; Rudolf
Meyer; Ronald
Mezřický; Václav
Míčko; Miroslav
Middleton; Nick
Miéville; China
Michajlov; A.
Michajlov; Viktor
Miklós; Mészöly
Mikulášek; Oldřich
Milev; Geo
Mill; John Stuart
Miller; Arthur
Miller; Henry
Milne; Alan Alexander
Milton; John
Mináč; Vladimír
Miracleová; Lauren
Misantrop;
Mitana; Dušan
Mitchell; David
Mitchell; Joni
Mitchellová; Margaret
Mlejnek; Josef
Mlynář; Zdeněk
Mňačko; Ladislav
Modotti; Tina
Modré hory;
Mohrig; Werner
Moldan; Bedřich
Molière;
Molina; Antonio
Monteil; Claudine
Montgomeryová; Lucy Maud
Moody; Raymond A.
Moorcook; Michael
Moore; Alan
Moore; John
Moosbrugger; Guido
Moravia; Alberto
More; Thomas
Moreland; John
Morena; Artur
Morgenstern; Erin
Morrison; Toni
Mosse; Kate
Mounk; Yascha
Mowar; Farley
Mrázek; Roman
Mrštík; Alois
Mrštík; Vilém
Müller; Karel
Müller; Richard
Müllerová; Hana
Munroe; Randall
Murakami; Haruki
Murakami; Rjú
Murger; Henri
Murín; Gustáv
Murphy; Pat
Musaios;
Musset; Alfred de
Myslbek; Josef
Nabokov; Vladimir
Nadeau; Maurice
Nádvorníková; Alena
Nafísí; Ázar
Nagy; Ladislav
Nakovski; Atanas
Naldoniová; Lenka
Naso; Publius Ovidius
Navrátil; Jan
Neborová; Hana
Nečasová; Denisa
Nedjalkov; Boris
Neff; Ondřej
Nechvátil; František
Nekrasov; Viktor
Němcová; Božena
Němec; Igor
Němec; Jan
Nenadál; Radoslav
Neruda; Jan
Nesbø; Jo
Ness; Patrick
Neumann; Stanislav
Neumann; Stanislav Kostka
Newitz; Annalee
Nezval; Vítězslav
Niderost; Eric
Nietzsche; Friedrich
Nikkarin;
Nižnánsky; Jožo
Nohavica; Jaromír
Novák; Luděk
Novák; Radomil
Nováková Jíchová; Eva
Nováková; Jitka
Nováková; Teréza
Novotný; Tomáš
Nozick; Robert
Obama; Barack
Obermeier; Siegfried
Obreht; Téa
O'Connell; Mark
O'Connor; Flannery
Ohba; Tsugumi
Okudžava; Bulat Šalvovič
Olbracht; Ivan
Oldie; Henry Lion
Olomoucký; Augustin
O'Neill; Eugene
Onufer; Petr
Opelík; Jiří
Opočenská; Jana
Oreskes; Naomi
Orlandová; Sabrina
Orlová; Jana
Orolin; Michal
Orrell; David
Orten; Jiří
Orwell; George
Osorgin; Mikhail
Ostrovskij; Alexandr Nikolajevič
Ostrovskij; Nikolaj
Osvaldová; Barbora
Otčenáš; Igor
Otčenášek; Jan
Otisk; Marek
Ovidius; Publius Naso
Pácl; Pavel
Pacner; Karel
Palahniuk; Chuck
Palán; Aleš
Páleníček; Ludvík
Palivec; Josef
Pamuk; Orhan
Paolini; Christopher
Papoušek; Vladimír
Pappé; Ilan
Páral; Vladimír
Parker; Steve
Parolek; Radegast
Parry; Leslie
Pařízková; Štěpánka
Pass; John
Pasternak; Boris
Pasternak; Boris Leonidovič
Pastyřík; Pavel
Patenaude; Bertrand M.
Patočka; Jakub
Patočka; Jan
Patočka; Josef
Patterson; James
Paullo; Laline
Pavel; Ota
Pavel; Thomas G.
Pavlát; Lev
Pearce; Fred
Pearson; Luke
Pecina; Martin
Pecinovský; Rudolf
Pecka; Karel
Pedrolo; Manuel de
Peers; Bobbie
Pehe; Jiří
Pech; Miroslav
Pecháček; Ladislav
Pechar; Jiří
Péchyová; Emília
Pekelis; Viktor
Pelevin; Viktor
Peněžko; Grigorij Ivanovič
Pennanen; Eila
Perec; Georges
Pérez-Reverte; Arturo
Périot; Gérard
Peroutka; Ferdinand
Perrault; Charles
Perrin; Don
Perruchot; Henri
Perry; Mike
Peruga; Joan
Pešat; Zdeněk
Petecki; Bohdan
Petiška; Eduard
Petitfils; Pierre
Petrík; Vladimír
Petrjánošová; Magda
Petrmichl; Jan
Petronius; Gaius Titus
Petrů; Eduard
Petruševská; Ludmila
Petříček; Miroslav
Pfliegner; Ingo
Pchu-i Aisin Gioro;
Piaget; Jean
Pier; John
Piero;
Pilař; Martin
Pilátová; Agáta
Pinter; Harold
Piorecký; Karel
Pisemskij; Aleksej Feofilaktovič
Pišťanek; Peter
Pithart; Petr
Pivoda; Tomáš
Plath; Sylvia
Platón;
Plávka; Andrej
Plecháč; Petr
Pleskalová; Jana
Plesník; Ľubomír
Plutarchos;
Poe; Edgar Allan
Pohl; Frederik
Pokorný; Milan
Poláček; Karel
Polách; Roman
Polák; Josef
Pondělíčková; Klára
Popczyk; Maria
Popescu; Ioan-Iovitz
Poschmann; Marion
Posteguillo; Santiago
Postman; Neil
Pošmura; Vlastimil
Potter; Beatrix
Poulík; Josef
Prabhupáda; Šrí Šrímad A. Č. Bhaktivédánta Svámí
Pratchett; Terry
Pratolini; Vasco
Pravda; Miroslav
Pravdová; Marie
Pravdová; Markéta
Prečan; Vilém
Prévert; Jacques
Prévost; Antoine François
Pribáň; Michal
Prima; Diane di
Procházka; Ladislav P.
Procházka; Miroslav
Procházková; Lenka
Proust; Marcel
Przymanowski; Janusz
Přibáň; Jiří
Pugh; Oliver
Pujmanová; Marie
Pullman; Philip
Puškin; Alexander Sergejevič
Putík; Jaroslav
Putna; Martin C.
Puzo; Mario
Rada; František
Radcliffe; Ann
Radková; Lucie
Radosta; Petr
Rády; Andrej
Rafaj; Oldřich
Rafejenko; Vladimir
Rais; Karel Václav
Rajský; Andrej
Ramuz; C. F.
Rand; Ayn
Rapp; Adam
Rasch; Carlos
RavenWolf; Silver
Rayner; Alma Lily
Razon; Boris
Ráž; Roman
Rečková; Jana
Reeve; Clara
Reger; Robert
Reichholf; Josef
Reichholfová-Riehmová; Helgard
Reiner; Martin
Remarque; Erich Maria
Remek; Vladimír
Renfro; Will
Rentz; Pamela
Repko; Jozef
Resnick; Mike
Rezník; Jaroslav
Rhys; Jean
Rice; Rob
Riddell; Chris
Ridley; Andrew
Riedmiller; Andreas
Riera; Miquel Àngel
Riesman; David
Rietzschel; Lukas
Richer; Nicolas
Rijneveld; Marieke Lucas
Riley; Andy
Rilke; Rainer Maria
Rimbaud; Arthur
Ripka; Ivor
Ripleyová; Alexandra
Ritter; Martin
Roanhorse; Rebecca
Robins; Joyce
Robinson; Dave
Robinson; Kim Stanley
Robovská; Luisa
Rodoreda; Mercè
Rolland; Romain
Rollins; Henry
Román; József
Romer; Alison
Romportl; Milan
Ross; Alec
Rostand; Edmond
Roten; Leo
Roth; Philip
Rothfuss; Patrick
Roudinesco; Élisabeth
Rousseau; Jean Jacques
Rovelli; Carl
Rowling; Joanne Kathleen
Roy; Claude
Roy; Gabrielle
Rubina; Dina
Rucker; Rudy
Ruczaj; Maciej
Rudiš; Jaroslav
Rúfus; Milan
Ruiz; Fran
Rulland; Richard
Rushdie; Salman
Russell; Kate Elizabeth
Rvačovský; Vavřinec Leandr
Ryan; Chriss
Ryan; Marie-Laure
Ryan; Patrick
Rybák; Josef
Rychtářová; Lenka
Řezáč; Václav
Říha; Bohumil
Saavedra; Miguel de Cervantes y
Sabato; Ernesto
Sabina; Karel
Sade; Markýz de
Sagan; Françoise
Sacha-Piekło; Małgorzata
Saini; Angela
Sainte-Beuve; Charles-Augustin
Saint-Exupéry; Antoine de
Salamíny; Eurípidés ze
Salinger; Jerome David
Salivarová; Zdena
Salmon; André
Sanctis; Francesco de
Sapfó;
Sapkowski; Andrzej
Saramago; José
Sardar; Ziauddin
Saroyan; William
Sartre; Jean-Paul
Satinský; Július
Satrapi; Marjane
Saussure; Ferdinand de
Scarry; Richard
Scerbanenco; Giorgio
Scott; Walter
Sedláček; Tomáš
Sedláčková; Hana
Sedlář; Miloš
Seghers; Anna
Sehlberg; Dan Torsten
Seierstad; Åsne
Seifert; Jaroslav
Sekaninová; E.
Sekora; Ondřej
Seneca; Lucius Annaeus
Sewellová; Anna
Sgall; Petr
Shaffer; Peter
Shakespeare; William
Shatil; Sharron
Shaw; Bob
Shelley; Mary
Shelley; Percy Bysshe
Shepard; Lucius
Shiner; Lewis
Shirley; John
Showalter; Gena
Schaefer; Jack
Schaff; Adam
Scherhauferová; Ružena
Scheub; Ute
Schlink; Bernhard
Schmidtt; Gladys
Scholey; Keith
Schopenhauer; Arthur
Schulman; Tom
Schulz; Karel
Schusterman; Jarrod
Schusterman; Neil
Schwaitzer; Albert
Schwarz; Josef
Schwarzbachová; Anna-Marie
Schweigstill; Bohumil
Sienkiewicz; Henryk
Sigurðsson; Ólafur Jóhann
Silber; Laura
Silver; Nate
Sim; Stuart
Simak; Clifford D.
Simenon; Georges
Simokattés; Theofylaktos
Simon; Paul
Simpson; Norman Frederick
Sinclair; Upton
Singer; Isaac Bashevis
Sinisallo; Johanna
Sirees; Nihad
Sirigatti; Cristina
Sitruk; Anthony
Six to Start;
Skácel; Jan
Skalický; David
Skálová; Dita
Skarland; Petr
Skarnitzl; Radek
Skomorochov; Nikolaj Michailovič
Skover; David
Skřipský; Marek
Skýbová; Anna
Sládkovič; Andrej
Slach; Miroslav
Slimani; Leïla
Sloan; Robin
Sloboda; Rudolf
Sluková; Anežka
Smejkalová; Kateřina
Smetana; Bedřich
Smetanová; Jindřiška
Smith; Sean
Smith; Zadie
Smrek; Ján
Smullyan; Raymond M.
Snicket; Lemony
Snyder; Timothy
Solženicyn; Alexandr Isajevič
Sonntag; Linda
Sontag; Susan
Sorokin; Vladimir
Sorrow; Casey
Spano; Livia
Sparling; Don
Spencer; Sidney
Sperling; Sacha
Spiegelman; Art
Spurgeon; Maureen
Spyri; Johanna
Srpová; Hana
Stackpole; Michael A.
Stalin; Josif Vissarionovič
Stančík; Petr
Stange; Peter-Michael
Staniszkis; Jadwiga
Stanišić; Saša
Stanovský; Vladislav
Starobinski; Jean
Steel; Danielle
Stehlík; Michal
Stehlíková; Monika
Stein; Frank
Steinbeck; John
Stejskal; Miloš
Stejskal; Václav
Steklač; Vojtěch
Stendhal;
Stephens-Davidowitz; Seth
Sterling; Bruce
Stern; Jan
Sterne; Lawrence
Stevenson; Robert Louise
Stewart; Paul
Stoker; Bram
Stoll; Heinrich Alexander
Stone; Irving
Stoppardová; Miriam
Störig; Hans Joachim
Strahan; Jonathan
Strachey; Lytton
Stratton; Robert F.
Strayed; Cheryl
Strayedová; Cheryl
Strindberg; August
Stromberg; Kyra
Stroud; Jonathan
Strugatsky; Arkady
Strugatsky; Boris
Stříbrný; Zdeněk
Stuchlíková; Iva
Styron; William
Sudjic; Deyan
Suchl; Jan
Suchý; Jiří
Suk; Jiří
Sullivan; Karen
Sun Tzu;
Susannová; Jacqueline
Svatbová; Blanka
Svatoň; Vladimír
Svěrák; Zdeněk
Světlá; Karolina
Sviták; Ivan
Svitalský; Richard
Svoboda; Aleš
Svoboda; Jiří
Svobodová; Ivana
Swärd; Anne
Świderková; Anna
Swierczynski; Duane
Swift; Jonathan
Syjuco; Miguel
Sýs; Karel
Szczerba; Lenka
Szigeti; László
Szymanowski; Maciej
Šabach; Petr
Šabršula; Jan
Šajtar; Drahomír
Šalda; František Xaver
Šalda; Jaroslav
Šaumjan; Sebastian K.
Šavrda; Jaromír
Ščeblykin; Kirill
Ščipačov; Stěpan Pterovič
Šejić; Stjepan
Ševeljov; Michail
Šibík; Jan
Šída; Petr
Šimeček; Zdeněk
Šimečka; Martin M.
Šimečka; Milan
Šindelka; Marek
Šiškov; Vjačeslav Jakovlevič
Škrabal; Karel
Škvorecký; Josef
Šlejhar; Karel Josef
Šlosar; Dušan
Šmatláková; Zuzana
Šofar; Jakub
Šolcová; Iva
Šolochov; Michail
Šolochov; Michail Alexandrovič
Šömen; Branko
Šóš; Martin Notbúk
Špaček; Ladislav
Špánik; Tibor
Špirit; Michael
Šrámek; Fráňa
Šrí Šrímad Abhaj Čaranáravinda Bhaktivédánta Svámí Prabhupáda;
Šťastná; Marie
Šťastný; Peter
Štěpán; Jan
Štěpánek; Vladimír
Štěpánková; Olga
Štígel; Jozef
Štoll; Ladislav
Štorch-Marien; Otakar
Štráfeldová; Milena
Šturm; Pavel
Štyrský; Jindřich
Šulcová; Marie
Šúsaku; Endó
Švabinská; Eva
Švabinská; Zuzana
Švabinský; Max
Švandrlík; Miloslav
Švéda; Josef
Tabery; Erik
Táborská; Jiřina
Tacitus; Publius Cornelius
Tajovská; Iva
Takakura Teru;
Tále; Samko
Tampierová; Helena
Tan; Shaun
Taragel; Dušan
Tatarka; Dominik
Teller; René
Tesařová; Ludmila
Těsnohlídek; Jan
Těsnohlídek; Rudolf
Tesson; Sylvain
Tevis; Walter
Texler; Jiří
Thackeray; William Makepeace
Thau; Dave
Thériault; Yves
Thibaudet; Albert
Thiele; Vladimír
Thiry; Marcel
Tholtová; Katarína
Thomas; Donald Serrell
Thomas-Bilstein; Jacques
Thoreau; Henry David
Thorne; Jack
Thunberg; Greta
Thürk; Harry
Tidbeck; Karin
Tiffany; John
Tigrid; Pavel
Tilschová; Anna Maria
Tišma; Aleksandar
Titzlová; Marcela
Todorov; Tzvetan
Tochman; T.W.
Tolkien; Christopher
Tolkien; John Ronald Reuel
Tolokonnikovová; Naděžda
Tolstaja; Sofija Andrejevna
Tolstoj; Lev Nikolajevič
Tolstoy; Leo
Toman; Josef
Toman; Karel
Tomanová; Miroslava
Tomášek; Martin
Tomášková; Renáta
Tomeček; Jaromír
Tondl; Ladislav
Topercer; Emil
Topinka; Miloslav
Topol; Jáchym
Toro; Guillermo del
Torres; Justin
Toufarová; Eva Brázdová
Townsend; Jessica
Tožička; Tomáš
Traillová; Nancy H.
Trainito; Egidio
Traub; Hugo
Trávníček; Jiří
Trevor; William
Trifonov; Jurij
Triolet; Elsa
Trnka; Jiří
Troska; J. M.
Troyat; Henri
Trtílek; Pavel
Trumbo; Dalton
Třeštík; Michael
Tučková; Kateřina
Tung; Debbie
Turgeněv; Ivan Sergejevič
Tvorík; Ľubomír
Twain; Mark
Twiss; Jill
Typlt; Jaromír
Uhlová; Saša
Uhrová; Eva
Ulehla; Milan
Uljanova; Anna Iljinična
Ullmannová; Liv
Ullrich; Josef
Underwood; John
Updike; John
Urban; Jan
Urban; Miloš
Urban; Simon
Urbaníková; Eva
Urbanová; Svatava
Uris; Leon
Ürögdi; György
Ursiny; Dežo
Ursiny; Jakub
Václavek; Bedřich
Vaculík; Ludvík
Vagovič; Marek
Vácha; Marek
Valdrová; Jana
Valenta; Edvard
Valéry; Paul
Vance; James David
Vančura; Vladislav
Vančura; Zdeněk
VanderMeer; Ann
VanderMeer; Jeff
Vandůrek; František
Vaněček; Václav
Vaněk; Václav
Vaňková; Ludmila
Vann; David
VanSpanckeren; Kathryn
Vateha; Marko
Vátsjájana; Mallanága
Vaverková; Irena
Veber; Václav
Veberová; Veronika
Veis; Jaroslav
Vejvodová; Petra
Velinský; Jaroslav
Vercier; Bruno
Vercors;
Vergilius;
Verhulst; Dimitri
Véricourt; Guillemette de
Verlaine; Paul
Verne; Jules
Veselý; Josef
Veselý; Karel
Větříšek; Lubomír
Viart; Dominique
Victor; Sextus Aurelius
Viewegh; Michal
Vigny; Alfred de
Vild; Miroslav
Vilímek; Vítězslav
Villon; François
Vincent; Jean-Louis
Vinci; Leonardo da
Vitáčková; Martina
Vlasák; Vladimír
Vlasáková; Klára
Vlašín; Štěpán
Vlašínová; Drahomíra
Vltchek; Andre
Vodrážka; Miroslav
Vogel; Josef
Vohlídalová; Marta
Vohryzek; Josef
Vojvodík; Josef
Volf; Zdeněk
Volín; Jan
Volkov; Genrich
Vondráčková; Jaroslava
Vonnegut; Kurt
Voors; Tim
Voskovec; Jiří
Vrána; Jaroslav
Vránek; Čestmír
Vraštil; Jaromír
Vrchlický; Jaroslav
Všetička; František
Vyhlídka; Petr
Vyskočil; Albert
Vyskočil; Ivan
Waal; Thomas de
Wahlgren; Yens
Waisová; Šárka
Walbrecker; Dirk
Walker; Alice
Wallace; David Foster
Wallace; Lewis
Walpole; Horace
Walsh; Helen
Disney; Walt
Waltari; Mika
Waltonová; Leslye
Ward; Ivan
Warren; Robert Penn
Wedegind; Frank
Weiner; Richard
Weirich; Marko
Weis; Margaret
Weiss; Jan
Weiss; Ulrich
Weißgerber; Christian Ernst
Wells; Herbert George
Welsh; Irvine
Welty; Eudora
Wenzig; Josef
Werfel; Franz
Werich; Jan
Werle; Joachim
Wetherell; Elizabeth
Wharton; Edith
White; Elle Katharine
White; Marthajean
White; Terence Hanbury
White; Terri-Ann
Whitehead; Colson
Whitman; Walt
Wiendl; Jan
Wiest; Andrew
Wigginová; Kate Douglas
Wilde; Oscar
Williams; Tennessee
Wilsonová; Gwendolyn Willow
Wing; Lucy
Winsorová; Kathleen
Winter; Zikmund
Wiseman; John
Wiśniewska; Ilona
Wit; Peter de
Wolff; Michael
Wolfová; Maryanne
Wolfová; Naomi
Wolker; Jiří
Wollstonecraft; Mary
Woodfin; Rupert
Woolf; Virginia
Wordsworth; William
Wróblewski; Piotr
Wyndham; John
Xenofón;
Xingjian; Gao
Yaffé; Maurice
Yalom; Irvin David
Yanagihara; Hanya
Yeats; William Butler
Young; Allen
Zábrana; Jan
Zabuško; Oksana
Zadrobílek; Ladislav
Zagorka; Marija Jurič
Zahrádka; Miroslav
Zahrádka; Pavel
Zahradníček; Jan
Zachová; Jana
Zajcev; Vasilij Grigorijevič
Zajdel; Janusz Andrzej
Zajíček; Filip
Zakaria; Fareed
Zamarovský; Vojtech
Zamjatin; Jevgenij Ivanovič
Zamolo; Lucia
Zapletalová; Gabriela
Zárate; Oscar
Zatloukal; Antonín
Zatloukalová; Jana Florentýna
Zatonskij; Dmitrij
Závada; Vilém
Zeh; Juli
Zejthuncjan; Perč
Zelený; Jindřich
Zelinová; Hana
Zeman; Milan
Zep;
Zeweig; Stefan
Zeyer; Julius
Ziblatt; Daniel
Zich; Otakar
Zis; Avner Jakovlevič
Zmatlíková; Helena
Zola; Emile
Zola; Èmile
Zuchardt; Karl
Zuiker; Anthony E.
Zukal; Rudolf
Zweig; Stefan
Zygar; Michail
Žáček; Jiří
Žačoková; Andrea Kellö
Žídek; Jaroslav
Žilinský; Juraj
Žižek; Slavoj
Cervantes  Saavedra; Miguel de
Hattler; František S.J.
Aurelius Antoninus; Marcus
Achtardžiev; Christo
Velgosová; Marta
Felberová; Mária
Hais; Karel
Haraksimová; Erna
Chalupecký; Ivan
Kovácsová; Eleonóra
Mokrá; Rita
Olejník; Ján
Sandany; Artúr
Smejkalová; Jana
Smrčinová; Dagmar
Vokounová; Alena
Imrichová; Mária
Murgová; Ružena
Prochotský; Stanislav
Velgos; Štefan
Ondrejka; Kliment
Kling; Peter
Klingová; Adriana
Gaňo; Martin
Hruška; Otakar
Chalupecký; Jozef
Klaučo; Vladimír
Bubeníková; Libuše
Dimiter; Pamukov
Fogle; Bruce
Kollmannová; Ludmila
Kopecká; Alena
Staněk; V.J.
Skladaná; Jana
